CHARTER,VALID,AA_SIG,AS_SIG,HI_SIG,WH_SIG,SD_SIG,YR_RND,ACS_CORE,AVG_ED,NUMTEACH,FULL_PCT,EMER_PCT,WVR_PCT,YRS_TEACH,YRONE_TCH,YRTWO_TCH,API
?,621,No,No,Yes,Yes,Yes,No,26,2.27,34,0.970588,0.029411,0,12.67647,0,1,Low
?,157,No,No,Yes,Yes,Yes,No,22,3.07,10,0.9,0.1,0,14.5,0,2,High
?,500,No,No,Yes,Yes,Yes,No,25,2.43,26,0.961538,0,0.038461,15.5,1,1,High
?,757,No,Yes,Yes,No,Yes,No,24,1.72,36,0.972222,0.027777,0,15.166666,1,2,Low
?,1267,No,No,Yes,Yes,Yes,Yes,26,2.47,65,0.923076,0.030769,0,12.830769,1,0,Low
?,678,No,No,Yes,Yes,Yes,No,28,2.28,34,1,0,0,15.67647,2,4,Low
?,858,No,Yes,Yes,Yes,Yes,No,29,2.59,37,0.972972,0,0,15.324324,2,2,Low
?,824,No,Yes,Yes,No,Yes,No,27,1.61,36,0.972222,0,0,12.972222,2,1,Low
?,862,No,Yes,Yes,Yes,Yes,No,27,3.19,36,1,0,0,19.055555,0,2,High
?,238,No,No,Yes,No,Yes,No,25,1.64,13,1,0,0.076923,15.76923,0,0,Low
?,702,No,Yes,Yes,Yes,Yes,No,25,2.17,40,0.975,0,0,10.025,2,3,Low
?,543,No,No,Yes,No,Yes,No,30,1.79,26,1,0,0,10.653846,0,2,High
?,379,No,No,Yes,Yes,Yes,No,27,2.07,19,0.947368,0.052631,0.052631,15.842105,1,0,Low
?,107,No,No,Yes,No,Yes,No,?,2.21,7,0.857142,0.285714,0.142857,7.285714,0,2,Low
?,484,No,No,Yes,Yes,Yes,No,23,2.04,29,0.965517,0,0,10.689655,2,0,Low
?,122,No,No,Yes,No,Yes,?,?,1.78,5,1,0,0,17,0,0,Low
?,191,No,No,No,Yes,Yes,No,23,2.93,10,1,0,0,13.1,0,0,High
?,?,?,?,?,?,?,?,?,1.57,1,1,0,0,16,0,0,?
?,224,No,No,Yes,Yes,Yes,No,22,2.6,14,1,0,0,14.571428,0,1,High
?,478,No,No,No,Yes,No,No,24,3.95,34,1,0,0,16.735294,0,0,High
?,725,No,No,Yes,No,Yes,No,31,1.89,37,0.864864,0.135135,0,9.162162,6,3,Low
?,678,No,No,Yes,No,Yes,No,23,1.91,38,0.921052,0.026315,0.026315,13.105263,3,4,Low
?,?,?,?,?,?,?,No,10,1.93,1,1,0,0,3,0,0,?
?,546,No,No,Yes,Yes,Yes,No,29,2.52,28,1,0.035714,0,5.142857,5,4,High
?,563,No,No,Yes,No,Yes,No,27,2.23,29,0.965517,0.068965,0,3.551724,14,6,Low
?,369,No,No,No,Yes,No,No,21,4.01,24,1,0,0,12.541666,0,1,High
?,?,?,?,?,?,?,?,?,1.68,1,1,0,0,16,0,0,?
?,768,No,No,Yes,No,Yes,No,26,1.71,37,0.945945,0.027027,0,9.027027,7,6,Low
?,922,No,No,Yes,Yes,Yes,No,29,2.26,41,0.926829,0.02439,0,12.902439,6,1,Low
?,1029,No,No,Yes,No,Yes,No,27,2.32,48,0.958333,0.0625,0.020833,10.416666,5,1,Low
?,860,No,No,Yes,No,Yes,No,23,1.72,51,0.960784,0.058823,0,8.90196,5,0,Low
?,973,No,No,Yes,Yes,Yes,No,31,2.28,41,1,0,0,17.463414,0,0,Low
?,306,No,No,Yes,Yes,No,No,26,3.7,14,0.928571,0.071428,0,12.428571,2,1,High
?,323,No,No,No,Yes,No,No,26,4.29,16,0.9375,0.0625,0,14.0625,2,1,High
?,628,No,No,Yes,Yes,Yes,No,30,1.79,30,0.9,0.033333,0.033333,11.733333,2,2,Low
?,608,No,No,Yes,No,Yes,No,27,2.01,29,0.793103,0,0,9.137931,2,4,Low
?,616,No,No,Yes,No,Yes,No,30,2.11,29,0.965517,0.034482,0,16.310344,0,0,Low
?,764,No,No,Yes,Yes,Yes,No,27,2.46,41,1,0.02439,0,10.804878,0,5,Low
?,986,No,No,Yes,Yes,Yes,No,30,2.49,50,1,0,0,17.64,0,5,High
?,723,No,No,Yes,Yes,Yes,No,25,2.58,43,1,0.023255,0,17.813953,1,4,High
Y,336,No,No,Yes,Yes,Yes,No,24,3.59,19,1,0,0,10.052631,0,0,High
?,790,No,No,Yes,Yes,Yes,No,27,3.03,37,1,0,0,8.837837,0,7,High
?,?,?,?,?,?,?,No,8,2.71,1,1,0,0,18,0,0,?
?,299,No,No,Yes,Yes,Yes,No,25,2.86,23,1,0,0,12,1,2,High
?,480,No,No,No,Yes,Yes,No,32,2.98,25,1,0,0,13.36,1,0,High
?,?,?,?,?,?,?,?,?,2,1,1,0,0,16,0,0,?
?,406,No,No,No,Yes,No,No,29,3.61,24,1,0,0,19.5,1,0,High
?,?,?,?,?,?,?,?,?,2.75,1,1,0,0,8,0,0,?
?,?,?,?,?,?,?,No,4,2.5,1,1,0,0,3,0,0,?
?,627,No,No,No,Yes,Yes,No,23,3.62,32,1,0,0,19.96875,1,0,High
?,?,?,?,?,?,?,?,?,2.75,1,1,0,0,9,0,0,?
?,317,No,No,No,Yes,Yes,No,30,3.57,14,1,0,0,19.071428,0,0,High
?,?,?,?,?,?,?,?,?,2.67,1,1,0,0,8,0,0,?
?,?,?,?,?,?,?,?,?,2.71,1,1,0,0,1,1,0,?
?,1153,No,No,Yes,Yes,Yes,No,33,2.4,47,0.978723,0,0,10.93617,1,4,Low
?,1251,No,No,Yes,Yes,Yes,No,32,2.28,57,1,0,0,12.070175,0,1,Low
?,947,No,No,Yes,Yes,Yes,No,33,2.54,44,0.977272,0,0,10.5,1,3,Low
?,1376,No,No,Yes,No,Yes,No,26,2.1,70,0.942857,0.014285,0,9.514285,2,3,Low
?,1576,No,No,Yes,No,Yes,No,27,1.83,77,0.974025,0,0,10.480519,2,5,Low
?,1204,No,Yes,Yes,Yes,Yes,No,33,3.3,45,1,0,0,11.511111,1,1,High
?,1213,No,No,Yes,Yes,Yes,No,31,2.19,54,0.962962,0,0,13.611111,0,1,Low
?,1052,No,Yes,Yes,Yes,Yes,No,33,3.52,40,0.975,0,0,10.875,2,3,High
?,925,No,Yes,Yes,Yes,Yes,No,34,3.65,36,1,0,0,13.888888,0,2,High
?,1080,No,Yes,Yes,Yes,Yes,No,28,2.51,46,1,0,0,12.652173,3,3,High
?,486,No,No,Yes,Yes,Yes,No,30,4.5,23,1,0,0.086956,14.695652,0,0,High
?,952,No,No,Yes,Yes,No,No,31,4,41,0.951219,0.09756,0.09756,10.487804,1,1,High
?,372,No,No,No,Yes,No,No,29,4,16,1,0,0.0625,14.8125,0,0,High
?,267,No,No,Yes,Yes,Yes,No,26,2.2,14,1,0,0.071428,9.928571,4,1,High
?,1359,No,No,Yes,Yes,Yes,No,28,2,64,1,0.015625,0.109375,11.78125,4,6,High
?,1383,No,No,Yes,Yes,Yes,No,30,3.44,58,0.982758,0.034482,0.086206,15.844827,0,1,High
?,973,No,No,Yes,Yes,Yes,No,31,3.33,41,1,0.02439,0.121951,11.634146,4,1,High
?,1571,No,Yes,Yes,Yes,Yes,No,32,3.29,64,0.953125,0.078125,0.0625,13.015625,0,0,High
?,1019,No,Yes,Yes,Yes,Yes,No,31,4,43,0.976744,0,0.139534,12.069767,3,2,High
?,742,No,No,Yes,Yes,Yes,No,30,3,33,1,0.030303,0.090909,13.60606,3,2,High
?,1183,No,Yes,Yes,Yes,Yes,No,30,?,47,0.978723,0.042553,0.085106,13.063829,2,2,High
?,1255,No,No,No,Yes,No,No,30,4.2,53,1,0,0.018867,12.886792,3,1,High
?,780,No,Yes,No,Yes,No,No,30,3.7,29,1,0,0,10.655172,2,5,High
?,499,No,No,Yes,Yes,No,No,26,3.4,22,1,0,0,9.136363,3,1,High
?,799,No,Yes,Yes,Yes,Yes,No,28,3.52,32,1,0,0,11.875,5,1,High
?,911,No,No,Yes,Yes,Yes,No,31,3.01,40,1,0,0,12.975,0,1,High
?,833,No,No,Yes,Yes,Yes,No,31,2.12,40,0.975,0,0,9.75,2,3,Low
?,974,No,Yes,Yes,Yes,Yes,No,30,3.68,37,1,0,0,13.378378,0,1,High
?,825,No,Yes,Yes,No,Yes,No,28,2.25,33,1,0,0,12.757575,1,0,High
?,695,No,Yes,Yes,No,Yes,No,27,2.6,28,1,0,0,10.25,1,0,High
?,682,No,Yes,Yes,Yes,Yes,No,30,3.4,27,1,0,0,14.592592,1,2,High
?,636,No,No,Yes,No,Yes,No,26,2.23,27,0.962962,0.037037,0,14.666666,0,1,High
?,813,No,Yes,Yes,No,Yes,No,26,2.21,36,1,0,0,10.388888,1,1,High
?,584,No,Yes,Yes,Yes,Yes,No,29,2.95,25,1,0,0,12.76,1,2,High
?,863,No,No,Yes,No,Yes,No,27,1.86,36,0.972222,0,0,10.527777,3,3,High
?,581,No,Yes,Yes,Yes,Yes,No,29,2.59,23,1,0,0,12.521739,0,1,High
?,706,No,Yes,Yes,No,Yes,No,28,2.89,27,1,0,0,13.222222,0,1,High
?,822,No,Yes,Yes,No,Yes,No,26,2.34,37,0.972972,0.027027,0,10.459459,1,3,High
?,1113,No,No,Yes,Yes,Yes,No,29,3.6,40,1,0,0,13.15,0,1,High
?,1206,No,No,Yes,Yes,No,No,26,3.89,47,1,0,0,10.723404,4,3,High
?,649,No,No,No,Yes,No,No,28,4.13,33,1,0,0,14.060606,1,0,High
?,898,No,No,Yes,Yes,Yes,No,29,2.44,35,0.971428,0,0,12.714285,1,2,Low
?,893,No,No,Yes,Yes,Yes,No,30,2.19,36,0.944444,0,0.027777,12.083333,1,3,Low
?,594,No,No,Yes,Yes,Yes,No,33,2.19,27,1,0,0,12.037037,2,3,High
?,1062,No,No,Yes,Yes,Yes,No,33,3.13,42,1,0,0,14.333333,1,0,High
?,843,No,No,Yes,Yes,Yes,No,31,3.36,32,1,0,0,16.875,1,0,High
?,803,No,No,Yes,Yes,Yes,No,31,3.23,34,1,0,0,11.852941,0,1,High
?,715,No,No,Yes,Yes,Yes,No,30,3.35,30,1,0,0,13.533333,2,3,High
?,747,No,Yes,Yes,Yes,Yes,No,31,2.55,30,1,0,0,15.1,0,0,High
?,1074,No,Yes,Yes,Yes,Yes,No,36,3.18,39,0.948717,0.025641,0,10.282051,6,2,High
?,694,No,No,Yes,No,Yes,No,27,1.91,40,0.95,0.05,0,7.275,6,4,Low
?,639,No,No,Yes,Yes,Yes,No,29,1.83,34,0.970588,0,0,8.558823,3,5,Low
D,976,No,No,Yes,Yes,Yes,No,30,2.56,46,0.97826,0,0,12.282608,6,2,High
Y,1090,No,Yes,Yes,Yes,Yes,No,31,3.81,45,0.933333,0.022222,0,10.022222,10,4,High
?,416,No,No,Yes,No,Yes,No,24,2.03,22,1,0,0,7.727272,1,4,Low
?,709,No,No,Yes,Yes,Yes,No,32,3.37,30,1,0,0,15,2,0,High
?,1000,No,Yes,Yes,Yes,Yes,No,31,2.76,42,1,0,0,15.666666,0,2,High
?,838,No,Yes,Yes,Yes,Yes,No,34,3.79,34,0.941176,0.029411,0,9.441176,4,1,High
?,823,No,No,Yes,Yes,Yes,No,27,3.64,35,1,0,0,18.257142,2,0,High
?,759,No,No,Yes,No,Yes,No,31,1.45,41,1,0.04878,0,13.926829,1,2,Low
?,1289,No,No,Yes,No,Yes,No,31,1.39,57,1,0.052631,0,13.45614,3,6,Low
?,1598,No,No,Yes,No,Yes,No,36,1.37,66,0.984848,0.015151,0,13.333333,5,1,Low
?,1418,No,No,Yes,No,Yes,No,36,1.82,61,0.983606,0.032786,0,16.52459,4,1,Low
?,1062,No,No,Yes,No,Yes,No,30,1.35,57,0.859649,0.087719,0,11.122807,2,5,Low
?,1270,No,No,Yes,No,Yes,No,27,1.38,61,0.950819,0.032786,0,12.803278,5,4,Low
?,1254,No,Yes,Yes,No,Yes,No,34,2.42,41,1,0.04878,0,16.07317,1,1,High
?,1417,No,No,Yes,No,Yes,No,37,1.55,47,0.957446,0.085106,0,14.510638,3,1,Low
?,1407,No,No,Yes,No,Yes,No,35,1.78,50,0.98,0.02,0,16.46,1,2,High
?,765,No,Yes,Yes,No,Yes,No,27,2.23,37,0.972972,0,0,13.891891,0,3,High
?,925,No,Yes,Yes,No,Yes,No,29,2.28,42,1,0.047619,0,12.047619,4,1,High
?,1077,No,No,Yes,Yes,Yes,No,31,3.88,46,1,0,0,14.23913,3,1,High
?,1025,No,No,Yes,Yes,Yes,No,29,3.42,46,1,0,0,17.152173,0,1,High
?,1310,No,No,Yes,Yes,Yes,No,31,3.67,58,1,0,0,16.448275,1,1,High
?,1636,No,Yes,Yes,Yes,Yes,No,32,3.9,66,1,0,0,18.954545,0,1,High
?,862,No,No,Yes,Yes,Yes,No,30,2.93,36,1,0,0,11.888888,0,2,High
?,857,No,No,Yes,Yes,Yes,No,32,2.34,34,1,0,0,10.705882,0,2,High
?,945,No,No,Yes,Yes,Yes,No,33,3.9,37,0.945945,0.027027,0,10.648648,3,4,High
?,690,No,No,Yes,No,Yes,No,30,1.8,33,0.969696,0,0,8.30303,0,4,Low
?,1348,No,Yes,Yes,Yes,Yes,No,33,3.95,48,1,0,0,12.395833,1,2,High
?,781,No,Yes,No,Yes,No,No,32,?,32,1,0,0,17.5625,1,1,High
?,656,No,Yes,No,Yes,No,No,31,?,28,1,0,0,25.357142,0,0,High
?,670,No,Yes,No,Yes,No,No,32,5,28,1,0,0,15.25,1,2,High
?,967,No,Yes,No,Yes,No,No,32,?,36,1,0,0,17.166666,1,2,High
?,543,No,Yes,No,Yes,No,No,32,?,24,1,0,0,10.791666,1,1,High
?,978,No,No,Yes,Yes,Yes,No,30,3.77,40,1,0,0,14.975,0,1,High
?,1249,No,Yes,Yes,Yes,Yes,No,32,3.97,50,1,0,0,16.24,0,4,High
?,619,No,No,Yes,Yes,Yes,No,25,3.35,32,1,0,0,20.46875,0,0,High
?,?,?,?,?,?,?,?,?,1.33,1,1,0,0,28,0,0,?
?,638,No,No,Yes,Yes,Yes,No,29,3.35,31,1,0,0,9.129032,2,3,High
?,955,No,No,Yes,Yes,Yes,No,29,3.43,43,1,0.023255,0,12.813953,0,1,High
?,951,No,No,Yes,Yes,Yes,No,29,3.7,44,0.954545,0,0,13.204545,1,1,High
?,515,No,No,No,Yes,No,No,31,4.14,24,0.958333,0,0,16.666666,1,1,High
?,540,No,No,No,Yes,No,No,31,3.86,21,1,0,0,15.333333,0,0,High
?,227,No,No,No,Yes,Yes,No,27,3.02,10,1,0,0,16.4,1,1,High
?,673,No,No,No,Yes,No,No,30,3.52,32,1,0,0,15.1875,0,2,High
?,549,No,No,No,Yes,Yes,No,29,3.43,25,1,0.04,0,16.44,0,0,High
?,1077,No,No,Yes,Yes,Yes,No,31,3.39,43,1,0.023255,0,14,5,1,High
?,889,No,No,Yes,Yes,Yes,No,30,3.42,40,1,0,0,9.375,2,0,High
?,535,No,No,Yes,Yes,Yes,No,20,3.5,32,1,0,0,14.75,0,0,High
?,263,No,No,Yes,Yes,Yes,No,21,2.96,21,1,0,0,12.95238,1,0,High
?,777,No,No,Yes,Yes,Yes,No,27,3.53,37,0.945945,0,0,7.054054,1,10,High
?,589,No,No,Yes,Yes,Yes,No,31,2.98,30,0.966666,0,0,10.566666,0,0,High
?,770,No,No,Yes,Yes,Yes,No,32,3.55,37,1,0,0,15.405405,0,1,High
?,838,No,No,No,Yes,No,No,33,3.89,42,1,0,0,16.238095,1,0,High
?,11,No,No,No,No,No,?,?,2.11,3,1,0,0,20,0,0,Low
?,1030,No,No,Yes,Yes,Yes,No,31,2.09,44,0.954545,0,0,11.272727,3,2,High
?,936,No,No,Yes,No,Yes,No,26,1.59,48,0.895833,0.083333,0,9.1875,8,5,Low
?,992,No,No,Yes,Yes,Yes,No,32,1.89,43,0.930232,0,0,11.488372,0,4,Low
?,1230,Yes,No,Yes,Yes,Yes,No,31,2.7,55,0.981818,0.018181,0,13.781818,3,2,High
?,670,No,No,Yes,Yes,Yes,No,?,2.04,37,1,0,0,10.864864,1,3,Low
?,640,No,No,Yes,Yes,Yes,No,26,2.07,35,0.914285,0.028571,0.057142,10.742857,1,3,Low
?,863,No,No,Yes,Yes,Yes,No,27,2.54,40,1,0,0,8.175,0,2,High
?,882,No,No,Yes,Yes,Yes,No,29,2.8,37,0.972972,0,0,9.135135,3,3,High
?,831,No,No,Yes,Yes,Yes,No,31,2.91,37,1,0,0,7.972972,1,2,High
?,1435,Yes,Yes,Yes,Yes,Yes,Yes,32,2.96,58,1,0,0,8.155172,1,4,High
?,892,No,No,Yes,Yes,Yes,No,28,2.21,42,1,0,0,12.357142,0,2,Low
?,1154,No,No,Yes,Yes,Yes,Yes,33,3.21,47,1,0,0,13.574468,0,2,High
?,1296,No,No,Yes,Yes,Yes,No,32,2.57,53,1,0,0,13.886792,0,1,Low
?,743,No,No,Yes,Yes,Yes,No,34,2.91,31,1,0,0,12.354838,1,2,High
?,1616,Yes,Yes,Yes,Yes,Yes,Yes,32,3.19,65,0.984615,0,0,11.661538,1,3,High
?,1250,No,No,Yes,Yes,Yes,No,32,2.83,56,0.946428,0.035714,0,12.75,2,1,High
Y,1182,No,No,Yes,Yes,Yes,No,30,3.06,49,1,0.081632,0,16.673469,0,2,High
?,758,No,No,Yes,No,Yes,No,29,1.57,42,0.880952,0.071428,0.047619,11.166666,1,3,Low
?,386,No,No,Yes,No,Yes,No,25,1.82,26,0.923076,0.076923,0,16.115384,1,1,Low
?,684,No,No,Yes,Yes,Yes,No,31,2.44,35,0.914285,0.057142,0,12.742857,2,0,Low
?,858,No,No,Yes,No,Yes,No,30,1.99,40,1,0.025,0,17.975,0,1,Low
?,1197,No,No,Yes,Yes,Yes,No,37,3.07,48,1,0.0625,0,13.9375,1,0,High
?,1123,No,No,Yes,Yes,Yes,No,32,2.4,48,0.958333,0.083333,0,10.3125,0,5,Low
?,1166,Yes,No,Yes,Yes,Yes,No,33,2.17,48,0.895833,0.145833,0,7.395833,3,9,Low
?,1032,No,No,Yes,Yes,Yes,No,34,2.28,48,0.9375,0.125,0,10.645833,0,9,Low
?,913,No,No,Yes,Yes,Yes,No,32,2.67,38,0.973684,0.131578,0,14.68421,0,3,Low
?,1043,No,No,Yes,Yes,Yes,No,29,2.44,48,1,0.020833,0,15.520833,1,3,Low
?,800,No,No,Yes,No,Yes,No,28,1.92,42,0.97619,0,0,14.095238,3,0,Low
?,868,No,No,Yes,Yes,Yes,No,27,2.13,46,0.956521,0,0,17.065217,2,0,Low
?,1320,No,No,Yes,Yes,Yes,Yes,27,2.5,60,0.983333,0.05,0,9.516666,0,2,High
?,1375,Yes,No,Yes,Yes,Yes,Yes,27,2.87,58,0.982758,0.017241,0,9.913793,0,4,High
?,1327,Yes,No,Yes,Yes,Yes,No,30,2.8,61,0.983606,0.016393,0,14.065573,2,5,High
?,1163,Yes,No,Yes,Yes,Yes,No,23,2.46,73,0.931506,0.041095,0,12.643835,9,4,Low
?,1166,Yes,No,Yes,No,Yes,No,26,2.09,65,0.8,0.015384,0.030769,9.953846,6,4,Low
?,1400,Yes,No,Yes,No,Yes,No,24,2.12,80,0.9375,0,0,12.225,4,6,Low
?,1246,Yes,No,Yes,Yes,Yes,No,27,2.66,64,0.890625,0.046875,0,13.53125,5,8,Low
?,1181,Yes,No,Yes,Yes,Yes,No,30,2.63,53,0.962264,0,0,13.320754,0,3,Low
?,533,No,No,Yes,Yes,Yes,No,32,2.02,22,1,0.045454,0,8.363636,0,4,High
?,1048,No,No,Yes,Yes,Yes,No,31,1.88,48,1,0.0625,0,11.270833,3,2,Low
?,972,No,No,Yes,Yes,Yes,No,33,2.27,43,0.953488,0.069767,0,15.837209,1,4,Low
?,1492,No,No,Yes,Yes,Yes,No,31,1.86,68,0.941176,0.073529,0,12.117647,1,6,Low
?,1479,No,No,Yes,Yes,Yes,No,32,2.37,59,0.98305,0.033898,0,9.237288,3,3,High
?,?,?,?,?,?,?,No,7,1.43,1,1,0,0,33,0,0,?
?,800,No,No,Yes,Yes,Yes,No,23,1.89,46,0.97826,0.086956,0,8.956521,14,4,Low
?,1232,Yes,No,Yes,No,Yes,No,31,1.87,52,0.923076,0,0,10.846153,5,3,Low
?,677,No,No,Yes,Yes,Yes,No,28,2.11,33,0.878787,0,0,11.575757,2,1,High
?,1101,Yes,No,Yes,Yes,Yes,No,30,2.64,49,0.938775,0,0,14.571428,3,4,High
?,861,No,No,Yes,Yes,Yes,No,28,2.05,45,0.977777,0,0.022222,10.8,3,6,Low
?,736,No,No,Yes,No,Yes,No,30,2.04,32,0.90625,0,0,8.4375,3,1,High
?,1166,No,No,Yes,Yes,Yes,No,29,2.19,53,0.943396,0,0,10.26415,2,5,High
?,1534,Yes,Yes,Yes,Yes,Yes,No,31,3.22,62,0.967741,0,0,14.887096,3,0,High
?,786,No,No,Yes,Yes,Yes,No,33,2.03,33,1,0,0,8.727272,0,5,Low
?,896,No,No,Yes,Yes,Yes,No,31,2.35,45,0.955555,0,0,9.888888,2,3,Low
?,918,No,No,Yes,Yes,Yes,No,29,2.2,46,0.869565,0,0,10.608695,0,4,Low
?,956,No,No,Yes,No,Yes,No,24,1.3,51,0.705882,0.117647,0,8.411764,5,4,Low
?,696,No,No,Yes,No,Yes,No,29,1.62,33,0.575757,0.121212,0.030303,9.090909,8,4,Low
?,724,No,No,Yes,No,Yes,No,22,1.7,45,0.822222,0.044444,0.022222,9.6,4,1,Low
?,555,No,No,Yes,Yes,Yes,No,31,2.27,34,0.970588,0,0,11.970588,0,1,Low
?,745,No,No,Yes,Yes,Yes,No,31,2.46,35,0.942857,0,0,9.657142,2,4,High
?,1070,No,No,Yes,Yes,Yes,No,32,2.71,49,0.959183,0,0,11.530612,2,2,High
?,666,No,No,Yes,Yes,Yes,No,32,2.77,34,0.911764,0.029411,0,14.970588,2,2,High
?,1095,No,No,Yes,Yes,Yes,No,33,3.13,48,0.958333,0,0,10.166666,2,4,High
?,892,No,No,Yes,Yes,Yes,No,32,3.44,39,1,0,0,14.435897,0,0,High
?,1219,Yes,No,Yes,Yes,Yes,No,33,3.27,53,0.981132,0,0,12.207547,2,0,High
?,1295,No,No,Yes,Yes,Yes,No,33,3.54,54,1,0,0,16.87037,0,0,High
?,880,No,No,Yes,Yes,Yes,No,32,3.27,38,0.973684,0,0,14.131578,0,0,High
?,1087,No,No,Yes,Yes,Yes,No,32,3.59,51,0.960784,0.039215,0,11.568627,1,1,High
?,916,No,No,Yes,Yes,Yes,No,30,3.24,43,1,0,0,20.16279,0,1,High
?,1555,Yes,No,Yes,Yes,Yes,No,30,3.23,58,1,0,0,17.189655,0,0,High
?,1659,No,No,Yes,Yes,Yes,No,28,3.46,59,0.966101,0.016949,0,12.203389,2,2,High
?,1289,Yes,No,Yes,Yes,Yes,No,29,3.26,53,0.962264,0.018867,0,9.962264,1,1,High
?,1320,Yes,No,Yes,No,Yes,No,29,2.34,62,0.919354,0,0,9.032258,1,6,High
?,796,Yes,No,Yes,No,Yes,No,28,2.44,42,0.95238,0.023809,0,10,2,3,Low
?,938,Yes,No,Yes,No,Yes,No,25,2.76,46,0.913043,0.021739,0,10.586956,1,3,High
?,1077,No,No,Yes,No,Yes,No,31,2,52,0.961538,0,0,9.692307,1,1,Low
?,1170,Yes,Yes,Yes,Yes,Yes,No,34,2.83,53,0.943396,0,0,10.283018,0,5,Low
?,1239,Yes,Yes,Yes,Yes,Yes,No,29,3.43,53,0.981132,0,0,9.679245,0,4,High
?,677,Yes,No,Yes,Yes,Yes,No,37,3.45,23,0.956521,0.086956,0,13.217391,1,0,High
?,909,Yes,Yes,Yes,No,Yes,No,28,2.27,46,0.956521,0,0,17.934782,0,1,Low
?,905,No,No,Yes,Yes,Yes,No,31,3.18,43,1,0,0,19.186046,1,3,High
?,802,Yes,Yes,Yes,No,Yes,No,26,2.22,51,0.980392,0,0,13.882352,0,1,Low
?,737,Yes,Yes,Yes,Yes,Yes,No,31,3.11,41,0.951219,0,0,12.780487,2,5,High
?,1134,Yes,Yes,Yes,Yes,Yes,No,33,2.89,49,0.959183,0,0,9.387755,3,5,High
?,1410,Yes,Yes,Yes,Yes,Yes,No,34,3.49,60,1,0.016666,0,11.083333,1,3,High
?,110,No,No,No,Yes,Yes,No,42,2.55,5,1,0,0,16.6,0,0,High
?,1200,No,Yes,No,Yes,No,No,33,3.98,47,1,0,0,12.80851,1,4,High
?,785,Yes,No,Yes,Yes,Yes,No,30,2.58,44,0.931818,0,0,8.795454,2,6,Low
?,735,Yes,No,Yes,Yes,Yes,No,34,3,33,1,0.030303,0,10.787878,1,4,Low
?,1095,No,Yes,No,Yes,Yes,No,32,3.99,44,0.954545,0.022727,0,13.977272,2,1,High
?,947,No,No,Yes,Yes,Yes,No,29,2.7,48,0.958333,0.041666,0,11.6875,1,2,High
?,181,No,No,Yes,No,Yes,No,31,2.1,10,0.9,0,0,7.4,0,5,Low
?,320,No,No,Yes,Yes,Yes,No,31,2.79,14,0.928571,0,0,11.214285,1,0,Low
D,77,No,No,No,No,Yes,No,22,3.05,4,0.5,0.5,0,3.25,1,0,Low
?,258,No,No,Yes,Yes,Yes,No,29,3.27,12,0.916666,0.25,0,5.666666,1,2,High
?,763,Yes,No,Yes,Yes,Yes,No,27,2.79,42,0.928571,0,0.023809,7.857142,2,4,High
?,545,Yes,Yes,Yes,Yes,Yes,No,27,2.71,30,0.966666,0.033333,0,14.233333,3,0,High
?,446,Yes,Yes,Yes,No,Yes,No,19,2.27,34,0.911764,0.029411,0,8.558823,1,3,Low
?,649,Yes,Yes,Yes,No,Yes,No,26,1.85,39,0.923076,0.025641,0,8.410256,6,3,Low
?,634,Yes,Yes,Yes,Yes,Yes,No,26,2.86,36,0.972222,0.055555,0,11.166666,0,0,High
?,669,No,Yes,Yes,No,Yes,No,26,1.94,36,0.972222,0.027777,0,12.416666,1,1,Low
?,411,Yes,No,Yes,Yes,Yes,No,24,2.32,26,0.961538,0.115384,0,10.76923,2,0,Low
?,1253,No,Yes,Yes,Yes,Yes,No,29,3.67,58,1,0.137931,0,13.017241,0,2,High
?,549,No,No,No,Yes,Yes,No,28,3.57,24,1,0,0,13.708333,2,0,High
?,702,No,No,Yes,Yes,Yes,No,30,3.79,32,0.9375,0.09375,0,11.21875,5,0,High
?,743,No,No,No,Yes,Yes,No,29,3.49,34,1,0,0,12.382352,2,3,High
?,818,No,No,No,Yes,Yes,No,31,3.44,36,1,0.055555,0,13,2,2,High
?,821,No,Yes,Yes,Yes,Yes,No,31,3.67,37,0.972972,0,0,9,8,0,High
?,746,No,No,No,Yes,Yes,No,29,3.19,32,1,0,0,9.9375,5,1,High
?,569,No,No,Yes,Yes,Yes,No,22,2.67,34,1,0,0,9.617647,7,0,Low
?,444,Yes,No,Yes,Yes,Yes,No,22,2.33,29,0.896551,0.068965,0,4.655172,9,6,Low
?,557,No,No,Yes,Yes,Yes,No,25,2.88,28,0.964285,0,0,11.071428,3,0,Low
?,226,No,No,No,Yes,Yes,No,27,3.15,10,1,0,0,11,0,0,Low
?,1145,Yes,No,Yes,Yes,Yes,No,29,3.06,55,1,0,0,14.781818,1,1,Low
?,769,Yes,No,Yes,Yes,Yes,No,31,2.6,41,1,0,0,9.414634,2,3,Low
?,814,Yes,Yes,Yes,Yes,Yes,No,29,2.96,41,0.975609,0,0,8.09756,4,4,Low
?,561,Yes,Yes,Yes,No,Yes,No,26,2.51,27,0.962962,0,0,8.962962,3,2,Low
?,24,No,No,No,No,No,No,11,2.11,8,0.875,0,0,6.875,1,0,Low
?,589,Yes,No,Yes,Yes,Yes,No,27,2.39,33,0.90909,0.030303,0,11.757575,1,1,Low
?,464,No,No,Yes,Yes,Yes,No,25,2.45,27,0.814814,0,0,11.629629,2,1,Low
