CHARTER,VALID,AA_SIG,AS_SIG,HI_SIG,WH_SIG,SD_SIG,YR_RND,ACS_CORE,AVG_ED,NUMTEACH,FULL_PCT,EMER_PCT,WVR_PCT,YRS_TEACH,YRONE_TCH,YRTWO_TCH,API
?,451,No,No,Yes,Yes,Yes,No,25,2.61,41,1,0.07317,0,10.02439,5,2,Low
?,39,No,No,No,No,No,?,?,?,10,1,0.1,0,19.5,0,0,?
Y,63,No,No,No,No,No,No,17,2.42,4,1,0,0,5.5,0,0,Low
?,1033,No,No,Yes,Yes,Yes,No,26,3.07,69,0.942028,0,0,17.47826,1,4,High
?,42,No,No,No,No,No,No,18,2.79,6,1,0,0,10.333333,0,1,?
Y,119,No,No,No,Yes,Yes,No,22,2.83,11,0.90909,0,0,7.090909,1,0,Low
?,1149,Yes,Yes,Yes,Yes,Yes,No,30,2.95,70,0.928571,0,0,8.942857,6,2,Low
Y,170,No,No,No,No,Yes,No,22,3.12,12,0.916666,0,0,10.75,3,0,High
?,1046,Yes,No,Yes,Yes,Yes,No,28,2.41,71,0.929577,0,0.014084,8.661971,5,10,Low
?,13,No,No,No,No,No,No,17,2.18,9,1,0,0,10.555555,2,0,?
Y,917,Yes,Yes,Yes,Yes,Yes,No,24,3.42,65,0.861538,0,0.138461,10.846153,3,3,High
D,184,No,No,No,Yes,Yes,No,21,2.73,10,0.9,0,0,3.8,0,4,High
D,433,No,No,No,Yes,Yes,No,38,3.23,39,1,0,0,11.51282,0,2,Low
D,379,No,No,Yes,Yes,Yes,No,16,2.23,32,1,0,0,8.1875,0,5,Low
D,345,No,No,Yes,Yes,Yes,?,?,2.4,29,1,0,0,6.103448,4,3,Low
D,115,No,No,No,Yes,Yes,No,24,2.93,6,1,0,0,2.666666,2,1,Low
?,35,No,No,No,No,No,No,17,2.31,11,0.90909,0,0,9.454545,0,1,?
?,183,No,No,Yes,Yes,Yes,?,?,2.34,5,1,0,0,20.4,0,0,Low
?,31,No,No,No,No,No,No,17,1.91,14,1,0,0,15.357142,1,0,?
?,873,Yes,No,Yes,Yes,Yes,No,27,2.68,63,0.968253,0,0,15.222222,3,0,Low
?,1258,Yes,Yes,Yes,No,Yes,No,25,2.08,94,0.914893,0.010638,0.010638,10.085106,6,7,Low
?,1023,Yes,No,Yes,Yes,Yes,No,27,2.43,74,0.986486,0,0,11.364864,2,4,Low
?,1362,Yes,Yes,Yes,Yes,Yes,No,28,2.4,92,0.97826,0,0,13.75,1,3,Low
?,23,No,No,No,No,No,?,?,2.5,6,0.833333,0,0,11.5,0,1,?
?,48,No,No,No,No,No,?,?,1.58,7,0.571428,0,0,8.714285,0,2,?
?,?,?,?,?,?,?,?,?,1.77,3,1,0,0,13,0,0,?
?,54,No,No,No,No,No,No,14,2.1,8,1,0,0,10.25,0,0,?
?,2049,No,No,Yes,Yes,Yes,No,27,2.66,118,0.898305,0.033898,0,12.779661,1,10,Low
?,305,No,No,Yes,Yes,Yes,No,28,2.8,18,0.944444,0,0,10.888888,0,1,High
?,56,No,No,No,No,No,No,21,2.13,12,1,0,0,12.75,0,0,?
?,16,No,No,No,No,No,?,?,1.95,28,1,0,0,14.321428,0,1,?
?,39,No,No,No,No,No,No,24,1.8,9,1,0,0,9,1,1,?
?,101,No,No,Yes,No,Yes,No,19,1.65,22,0.863636,0.136363,0,10.40909,2,0,?
?,67,No,No,No,No,Yes,No,17,2.11,17,0.823529,0.117647,0,15.352941,2,0,?
?,61,No,No,No,No,No,No,18,2.3,10,1,0,0,20,0,0,?
?,1208,Yes,No,Yes,Yes,Yes,No,30,2.49,75,0.893333,0.026666,0.173333,10.84,2,8,Low
?,33,No,No,No,No,No,?,?,2.59,5,0.8,0,0,20.6,0,1,?
?,661,No,No,Yes,Yes,Yes,No,25,3.17,43,1,0,0,18.651162,0,1,High
?,1864,Yes,No,Yes,Yes,Yes,No,32,3.27,108,1,0,0,16.805555,0,2,High
?,2341,Yes,Yes,Yes,Yes,Yes,No,32,3.11,131,0.992366,0,0,12.977099,1,5,High
?,2125,Yes,Yes,Yes,Yes,Yes,No,32,3.43,116,1,0.00862,0,15.232758,2,6,High
?,45,No,No,No,No,No,No,9,2.22,4,1,0,0,13.75,0,0,?
?,47,No,No,No,No,No,No,20,1.86,13,0.923076,0.076923,0,11.846153,0,3,?
?,2245,Yes,Yes,Yes,Yes,Yes,No,32,3.52,122,0.991803,0.008196,0,14.040983,0,2,High
?,1562,Yes,No,Yes,Yes,Yes,No,31,2.74,91,0.98901,0,0,12.054945,0,3,Low
?,2394,No,No,Yes,Yes,Yes,No,31,2.04,145,0.993103,0.020689,0,14.703448,5,8,Low
?,2159,No,No,Yes,Yes,Yes,No,31,1.95,128,0.960937,0,0,11.984375,10,11,Low
?,1990,No,No,Yes,Yes,Yes,No,31,1.88,116,0.991379,0.017241,0,14.87931,5,11,Low
?,68,No,No,No,No,No,No,21,2.47,44,0.977272,0.022727,0,16.704545,1,1,?
?,1605,No,No,Yes,Yes,Yes,No,31,2.73,96,0.958333,0.03125,0,11.9375,4,10,Low
?,1774,No,Yes,Yes,Yes,Yes,No,31,3.59,101,0.990099,0.019801,0,13.712871,8,6,High
?,2064,Yes,Yes,Yes,Yes,Yes,No,31,3.46,106,1,0.018867,0,8.584905,6,3,High
?,?,?,?,?,?,?,No,6,2.86,2,0.5,0.5,0,4,0,0,?
?,24,No,No,No,No,No,No,12,1.99,10,1,0,0,17.7,0,1,?
?,44,No,No,No,No,No,No,19,2.12,14,1,0,0,14.071428,4,0,?
?,1965,No,No,Yes,Yes,Yes,No,30,2.66,113,0.973451,0.070796,0,11.849557,14,7,Low
D,90,No,No,Yes,No,No,No,27,2.97,2,1,0,0,7,0,0,High
?,67,No,No,No,No,No,No,18,2.34,20,0.95,0,0,19.4,0,1,Low
?,2091,Yes,No,Yes,Yes,Yes,No,31,2.21,130,0.946153,0.007692,0,11.584615,5,6,Low
?,2152,Yes,No,Yes,Yes,Yes,No,31,2.34,125,0.976,0.008,0,12.6,1,9,Low
?,65,No,No,Yes,No,No,No,21,2.15,13,1,0,0,12.076923,1,0,?
?,31,No,No,No,No,No,No,23,1.94,7,0.857142,0,0,7.142857,0,1,Low
?,1819,Yes,No,Yes,Yes,Yes,No,31,2.57,105,0.933333,0.028571,0,8.371428,13,11,Low
?,135,No,No,Yes,No,Yes,No,20,2.06,20,0.95,0.05,0,12.55,2,1,?
?,85,No,No,Yes,No,Yes,No,21,1.76,25,1,0.16,0,15.4,0,2,?
?,2012,Yes,No,Yes,Yes,Yes,No,29,2.1,134,0.977611,0.007462,0,14.753731,2,3,Low
?,1807,Yes,No,Yes,Yes,Yes,No,30,2.32,114,0.91228,0.017543,0,13.596491,5,7,Low
?,2641,No,No,Yes,Yes,Yes,No,29,1.95,165,0.915151,0.030303,0,11.430303,15,11,Low
Y,71,No,No,No,No,No,No,23,3.04,5,0.6,0,0,4.8,2,1,Low
?,35,No,No,No,No,No,No,17,2.37,6,1,0,0,16.833333,0,0,?
?,28,No,No,No,No,No,No,16,2.69,7,1,0,0,20.428571,0,0,?
?,617,No,No,Yes,Yes,Yes,No,25,2.83,43,0.837209,0.023255,0,12.534883,1,2,High
?,1106,No,No,Yes,Yes,Yes,No,28,2.78,73,0.904109,0,0,12.684931,3,7,Low
?,?,?,?,?,?,?,?,?,2,1,1,0,0,44,0,0,?
?,171,No,No,No,Yes,Yes,No,20,2.57,15,1,0,0,14.866666,1,0,Low
D,?,?,?,?,?,?,No,23,?,8,1,0,0,20.5,0,0,?
D,183,No,No,Yes,Yes,Yes,No,21,2.38,19,0.842105,0,0,8,1,2,?
?,2570,Yes,Yes,Yes,Yes,Yes,No,29,3.11,141,0.978723,0.049645,0,16.085106,0,3,High
D,130,No,No,No,Yes,No,No,14,3.34,8,0.75,0.25,0,4.5,0,2,High
?,61,No,No,No,No,No,No,15,2.39,37,1,0.081081,0,19.216216,0,0,?
?,2340,Yes,Yes,Yes,Yes,Yes,No,29,3.08,133,0.962406,0.022556,0.030075,15.090225,5,9,High
?,1775,Yes,No,Yes,Yes,Yes,No,30,2.59,102,0.931372,0,0,11.323529,5,10,Low
?,36,No,No,No,No,No,No,13,1.99,13,1,0,0,20.384615,0,0,?
?,36,No,No,No,No,No,?,?,2.14,7,1,0,0,23.714285,0,0,Low
?,2212,Yes,No,Yes,No,Yes,No,30,2.11,126,0.912698,0.015873,0,10.801587,8,6,Low
?,1491,Yes,No,Yes,No,Yes,No,30,2.24,93,0.88172,0.032258,0,15.118279,6,8,Low
?,44,No,No,No,No,No,No,20,2.79,3,0.666666,0.333333,0,14.333333,0,0,?
?,25,No,No,No,No,No,No,18,2.83,7,1,0,0,21.428571,0,0,?
?,963,No,No,Yes,Yes,Yes,No,31,3.04,56,0.982142,0,0,15.857142,3,2,Low
D,184,No,No,Yes,No,Yes,No,28,2.18,21,0.95238,0,0,6,2,0,Low
D,224,No,No,Yes,Yes,Yes,No,28,2.52,10,0.9,0,0,7.9,2,0,High
?,71,No,No,No,No,Yes,No,21,2.01,29,0.965517,0.034482,0,13.310344,0,3,?
?,24,No,No,No,No,No,No,12,2.26,3,1,0,0,20,0,0,Low
D,65,No,No,No,No,No,No,25,2.04,8,0.625,0,0,6,0,1,?
?,2058,Yes,No,Yes,No,Yes,No,31,1.81,125,0.912,0.056,0.008,10.072,0,10,Low
?,111,No,No,Yes,No,Yes,No,25,2.45,10,1,0,0,15.3,0,0,High
?,1917,Yes,No,Yes,Yes,Yes,No,33,2.61,117,0.94017,0.025641,0,14.367521,0,7,Low
?,93,No,No,Yes,No,Yes,No,22,1.9,26,0.961538,0.038461,0,15.230769,0,1,?
?,1399,Yes,No,Yes,Yes,Yes,No,27,1.78,96,0.927083,0.0625,0,10.208333,0,4,Low
?,1561,Yes,No,Yes,Yes,Yes,No,29,1.85,108,0.907407,0.046296,0.009259,11.611111,0,3,Low
?,2065,Yes,No,Yes,Yes,Yes,No,32,2.04,125,0.952,0.008,0,13.368,0,10,Low
?,69,No,No,No,No,Yes,?,?,2.26,12,0.916666,0,0.083333,14.166666,0,1,?
?,?,?,?,?,?,?,No,9,2,1,1,0,0,2,0,1,?
?,112,No,No,No,No,Yes,No,18,2.49,11,0.818181,0,0,22.545454,1,0,Low
?,46,No,No,No,No,No,?,?,2.12,8,0.625,0,0,6.5,2,2,?
D,64,No,No,No,No,Yes,No,21,2.72,11,0.272727,0.636363,0,5.454545,3,2,?
?,188,No,No,Yes,No,Yes,?,?,2.04,13,1,0,0,22.153846,0,0,?
?,747,No,No,Yes,Yes,Yes,No,30,2.88,29,0.965517,0,0,10.620689,2,0,High
?,76,No,No,No,No,Yes,No,36,2.05,19,0.736842,0.105263,0,9.894736,3,2,?
D,758,No,No,Yes,Yes,Yes,Yes,29,2.49,63,0.873015,0.111111,0,8.95238,2,6,Low
D,637,No,No,Yes,Yes,Yes,No,27,3.1,46,0.934782,0,0,10.695652,0,0,High
?,2336,Yes,No,Yes,Yes,Yes,No,34,2.24,139,0.870503,0.043165,0,12.014388,9,9,Low
?,1617,Yes,No,Yes,Yes,Yes,No,33,2.31,105,0.838095,0.047619,0.019047,12.466666,7,7,Low
?,41,No,No,No,No,No,?,?,2.18,8,0.875,0,0,13.25,1,0,?
?,59,No,No,No,No,No,No,19,2.87,3,1,0,0,16,0,0,?
?,25,No,No,No,No,No,No,14,2.4,5,1,0,0,20.2,0,0,?
?,1342,No,No,Yes,Yes,Yes,No,34,2.8,79,0.974683,0,0,14.481012,3,3,High
?,753,No,No,Yes,Yes,Yes,No,33,2.79,30,0.933333,0,0,11.333333,2,2,High
?,42,No,No,No,No,No,No,14,1.9,4,1,0,0,13.75,1,0,Low
?,?,?,?,?,?,?,?,?,2.29,1,1,0,0,7,0,0,?
?,357,No,No,Yes,Yes,Yes,No,25,3.06,28,1,0,0,13.107142,0,3,Low
?,15,No,No,No,No,No,No,18,2.45,2,1,0,0,17,0,0,?
?,13,No,No,No,No,No,?,?,2.87,1,1,0,0,17,0,0,Low
?,1768,No,No,Yes,Yes,Yes,No,29,2.95,104,0.855769,0.01923,0,12.163461,5,4,High
?,79,No,No,No,No,No,No,25,2.46,11,0.818181,0.090909,0,7.272727,0,1,?
?,38,No,No,No,No,No,No,12,3.04,6,1,0,0,22.166666,0,0,Low
?,12,No,No,No,No,No,?,?,2.28,5,0.6,0,0,9,1,0,?
D,122,No,No,Yes,No,Yes,No,19,2.51,9,0.555555,0.222222,0,3.111111,2,1,Low
D,57,No,No,No,No,No,No,8,2.53,4,1,0,0,9.5,1,0,Low
?,54,No,No,No,No,No,No,25,2.06,11,0.90909,0.090909,0,15.363636,0,0,Low
D,393,No,No,Yes,Yes,Yes,No,21,3.17,20,0.75,0.05,0,4.95,5,1,High
?,2383,Yes,No,Yes,Yes,Yes,No,29,2.29,141,0.773049,0.106382,0.007092,8.283687,14,23,Low
?,93,No,No,Yes,No,Yes,No,18,2.18,19,0.842105,0.105263,0,10.578947,2,3,?
?,1696,No,No,Yes,Yes,Yes,No,30,2.6,107,0.88785,0.112149,0,13.869158,3,9,Low
?,63,No,No,No,No,No,No,19,2.25,9,0.666666,0.222222,0,16,1,1,Low
?,?,?,?,?,?,?,?,?,2.06,3,1,0,0,9.333333,0,0,?
D,124,No,No,Yes,Yes,Yes,No,22,2.71,15,0.8,0.066666,0,6.333333,2,2,Low
D,17,No,No,No,No,No,No,8,2.19,4,1,0,0,3.25,0,1,Low
?,223,No,No,Yes,Yes,Yes,No,24,2.34,18,0.944444,0.111111,0,10.777777,1,1,Low
?,?,?,?,?,?,?,?,?,1.44,1,1,0,0,22,0,0,?
?,?,?,?,?,?,?,?,?,2,1,1,0,0,11,0,0,?
?,81,No,No,No,No,No,No,16,2.64,14,1,0,0,15.928571,0,0,?
?,2580,Yes,Yes,Yes,Yes,Yes,No,31,3.22,160,0.98125,0,0,16.6125,2,5,High
D,903,No,No,Yes,Yes,Yes,Yes,29,2.41,69,0.826086,0.144927,0,6.811594,10,7,?
?,1410,Yes,No,Yes,Yes,Yes,No,32,2.8,81,0.925925,0.037037,0,14.444444,2,12,Low
?,29,No,No,No,No,No,No,20,2.39,7,1,0,0,21.428571,0,0,?
?,1359,Yes,No,Yes,Yes,Yes,No,31,3.02,78,0.923076,0.025641,0,12.705128,1,5,High
?,96,No,No,No,Yes,No,No,31,2.6,14,1,0,0,22.714285,0,0,Low
D,755,No,No,Yes,Yes,Yes,No,22,3.37,50,0.92,0,0,12.36,4,3,High
?,38,No,No,No,No,No,No,13,1.74,8,1,0,0,8.125,0,0,?
?,41,No,No,No,No,No,No,16,2.4,16,1,0,0,19.6875,0,1,?
?,27,No,No,No,No,No,No,22,1.95,10,1,0,0,20.4,0,0,?
?,40,No,No,No,No,No,No,21,2.05,16,0.9375,0.0625,0,16.4375,1,0,?
?,53,No,No,No,No,No,No,13,1.87,17,1,0,0,19.588235,0,0,?
?,?,?,?,?,?,?,No,17,2.28,22,1,0,0,14.272727,0,2,?
?,12,No,No,No,No,No,No,14,2.27,47,0.914893,0.042553,0,15.595744,1,2,?
?,64,No,No,No,No,Yes,No,14,2.4,8,1,0,0,8.875,1,0,?
?,?,?,?,?,?,?,No,20,2.63,2,1,0,0,6.5,0,0,?
?,?,?,?,?,?,?,No,19,2.17,4,1,0,0,13.75,0,0,?
?,?,?,?,?,?,?,No,18,2.19,3,1,0,0,18,0,0,?
?,24,No,No,No,No,No,No,11,2.4,4,1,0.25,0,10,0,0,?
?,19,No,No,No,No,No,No,18,2.22,6,1,0,0,10.333333,0,0,?
?,30,No,No,No,No,No,No,23,2,5,1,0,0,12.4,0,0,?
?,?,?,?,?,?,?,No,16,1.56,2,1,0,0,7.5,0,0,?
?,11,No,No,No,No,No,?,?,?,6,1,0.333333,0,10.333333,0,0,?
?,96,No,No,Yes,No,Yes,No,17,1.92,10,0.7,0.1,0.2,10.1,0,0,Low
?,?,?,?,?,?,?,No,9,?,1,1,0,0,15,0,0,?
?,?,?,?,?,?,?,No,18,3.29,3,1,0,0,14.666666,0,0,?
?,799,No,No,Yes,Yes,No,No,28,4.17,48,1,0,0,11.104166,4,4,High
D,175,No,No,No,Yes,No,No,15,3.87,14,1,0,0,8,5,1,High
?,1782,No,No,Yes,Yes,Yes,No,29,2.97,105,0.942857,0.019047,0.009523,11.504761,9,19,High
?,28,No,No,No,No,No,Yes,19,2.31,6,1,0,0,18.5,0,0,?
D,469,No,No,Yes,Yes,Yes,Yes,16,3.51,43,0.953488,0,0,11.72093,1,4,High
?,87,No,No,Yes,No,Yes,No,19,1.87,18,0.944444,0,0,8.722222,4,2,?
?,1951,No,No,Yes,Yes,Yes,No,29,2.38,115,0.991304,0,0,11.173913,12,15,Low
?,1564,No,No,Yes,Yes,Yes,No,30,2.06,91,0.978021,0.010989,0,11.725274,12,9,Low
?,33,No,No,No,No,No,No,3,3.09,4,1,0,0,27.75,0,0,Low
?,2005,No,No,Yes,Yes,Yes,No,30,2.61,125,0.968,0.04,0,15.528,3,7,High
?,42,No,No,No,No,No,No,12,2.31,7,1,0.142857,0,19.428571,0,0,?
?,?,?,?,?,?,?,No,9,2.33,3,1,0,0,26.666666,0,0,?
?,1510,No,No,Yes,Yes,Yes,No,27,3.1,85,1,0,0,16.317647,3,7,High
?,1541,No,No,Yes,Yes,Yes,No,27,3.01,94,1,0,0,14.106382,2,2,High
D,1554,Yes,No,Yes,Yes,Yes,No,30,3.19,81,0.987654,0.012345,0,8,5,9,High
?,?,?,?,?,?,?,No,16,2.05,2,1,0,0,26.5,0,0,?
?,19,No,No,No,No,No,?,?,3.2,6,1,0,0,11.833333,0,2,?
?,?,?,?,?,?,?,?,?,?,7,1,0,0,25.142857,0,0,?
?,35,No,No,No,No,No,?,?,3.32,2,1,0,0,25.5,0,0,High
?,1248,Yes,No,Yes,Yes,Yes,No,24,2.03,106,1,0,0,11.226415,6,9,Low
?,1285,No,No,Yes,Yes,Yes,No,24,2.73,82,1,0,0,17.707317,1,2,High
?,1827,No,No,Yes,Yes,Yes,No,25,2.78,112,1,0,0,14.080357,2,3,High
?,90,No,No,No,Yes,Yes,No,13,2.42,25,1,0,0,11.28,2,0,?
?,1672,Yes,No,Yes,Yes,Yes,No,27,2.9,98,1,0,0,12.918367,1,3,High
D,1658,Yes,Yes,Yes,Yes,Yes,No,26,2.94,102,0.960784,0.019607,0.039215,12.088235,1,7,High
?,1272,Yes,No,Yes,Yes,Yes,No,27,2.4,80,1,0,0,13.1375,4,5,Low
?,1172,Yes,No,Yes,Yes,Yes,No,28,2.28,79,1,0,0,11.658227,2,7,Low
?,963,No,No,Yes,Yes,Yes,No,25,2.83,61,1,0,0,17.393442,0,2,High
?,36,No,No,No,No,No,No,13,2.47,32,0.96875,0,0,10.09375,2,2,?
?,25,No,No,No,No,No,No,9,2.55,8,1,0,0,21.875,0,0,Low
?,?,?,?,?,?,?,No,4,2.75,1,1,0,0,11,0,0,?
D,404,No,No,Yes,Yes,Yes,No,10,3.25,80,0.9875,0.0125,0,7.8625,3,6,High
?,118,No,No,No,Yes,No,No,15,2.81,14,1,0.071428,0,15.357142,0,1,High
?,30,No,No,No,No,No,No,5,2.53,5,1,0,0,9.4,0,0,?
D,17,No,No,No,No,No,No,5,2.38,2,1,0,0,8,0,0,Low
Y,153,No,No,No,Yes,No,No,21,3.82,10,1,0,0,5.4,1,3,High
?,11,No,No,No,No,No,No,18,2.24,1,1,0,0,25,0,0,?
?,22,No,No,No,No,No,No,16,2.38,3,1,0,0,23,0,0,Low
?,?,?,?,?,?,?,No,3,1.83,1,1,0,0,10,0,0,?
?,292,No,No,Yes,Yes,Yes,No,22,2.49,23,1,0,0,14.608695,0,3,Low
?,1712,No,Yes,Yes,Yes,Yes,No,30,3.86,102,1,0,0,16.40196,8,4,High
?,2034,No,Yes,Yes,Yes,Yes,No,29,4.04,121,0.991735,0.008264,0,15.809917,8,7,High
?,1775,No,Yes,Yes,Yes,Yes,No,31,4.15,104,0.990384,0.009615,0,10.788461,13,11,High
?,48,No,No,No,No,No,No,11,3.18,22,1,0,0,17.318181,0,0,?
?,2112,No,Yes,Yes,Yes,Yes,No,29,3.73,122,0.991803,0.008196,0,15.286885,8,5,High
?,15,No,No,No,No,No,?,?,2.55,2,1,0,0,19,0,0,Low
?,66,No,No,No,No,No,No,21,2.52,8,1,0,0,15.75,0,1,?
?,1345,No,No,Yes,Yes,Yes,No,28,2.93,82,1,0,0,15.207317,1,7,High
D,283,No,No,Yes,Yes,Yes,No,23,3.68,21,0.619047,0,0,7.190476,0,4,High
?,396,No,No,Yes,Yes,Yes,No,17,3.29,37,0.918918,0.081081,0,12.162162,0,4,High
?,340,No,No,Yes,No,Yes,No,23,2.07,26,0.961538,0.038461,0,13.307692,0,3,Low
?,189,No,No,Yes,No,Yes,No,19,1.65,15,0.933333,0,0,10.133333,0,2,Low
?,300,No,No,Yes,No,Yes,No,19,2.22,22,1,0.045454,0,10.545454,0,5,Low
?,313,No,No,Yes,No,Yes,No,14,2.3,24,0.916666,0,0,11.625,0,6,Low
?,347,Yes,No,Yes,Yes,Yes,No,29,2.56,28,1,0,0,10.214285,0,1,High
?,359,Yes,No,Yes,Yes,Yes,No,27,2.6,28,1,0,0,15.535714,0,2,Low
?,306,No,Yes,Yes,No,Yes,No,26,2.4,19,0.947368,0.052631,0,10.368421,0,2,High
?,356,No,No,Yes,Yes,Yes,No,25,2.35,18,1,0,0,8.833333,0,4,Low
?,256,No,Yes,Yes,No,Yes,No,28,1.93,16,1,0,0,14.625,0,1,Low
?,245,Yes,No,Yes,No,Yes,No,27,2.02,14,1,0.071428,0,10.214285,0,1,Low
?,187,Yes,No,Yes,No,Yes,No,24,2.08,15,1,0,0,12.133333,0,0,Low
?,250,No,Yes,Yes,No,Yes,No,22,1.97,30,1,0.066666,0,15.2,0,2,Low
?,356,No,No,Yes,No,Yes,No,24,2.2,27,0.925925,0.037037,0,12.296296,0,4,Low
?,133,No,No,Yes,No,Yes,No,14,2.77,12,1,0,0,10.416666,0,1,High
D,277,No,No,Yes,Yes,Yes,No,23,3.43,20,0.75,0,0,3.7,1,6,High
?,1562,Yes,No,Yes,No,Yes,No,25,2.33,111,0.954954,0.036036,0,10.72072,0,27,Low
D,261,Yes,No,Yes,Yes,Yes,No,27,2.86,19,0.894736,0,0,9.052631,5,0,High
D,102,No,No,Yes,No,Yes,No,15,1.97,12,1,0,0,6.833333,3,3,Low
?,42,No,No,No,No,No,No,13,2.72,4,0.5,0.5,0,2.75,0,3,High
?,237,No,No,Yes,Yes,Yes,No,20,2.75,18,1,0.055555,0,18.5,0,0,High
?,1456,Yes,Yes,Yes,Yes,Yes,No,24,2.79,89,0.966292,0,0,13.528089,0,9,High
?,1922,Yes,Yes,Yes,Yes,Yes,No,28,3.09,105,0.961904,0.009523,0,15.133333,0,4,High
?,64,No,No,No,No,Yes,No,9,2.32,29,1,0,0,16.689655,0,0,Low
?,1325,Yes,Yes,Yes,Yes,Yes,No,28,3.36,75,1,0.026666,0,18.386666,0,3,High
?,108,No,No,No,No,Yes,No,8,2.75,66,1,0.030303,0,19.469696,0,1,?
?,1202,Yes,No,Yes,Yes,Yes,No,25,3.15,68,0.970588,0.029411,0,14.529411,0,7,High
?,183,No,No,No,Yes,No,No,14,3.66,12,1,0,0,21.75,0,0,High
?,1707,No,Yes,Yes,Yes,Yes,No,29,3.77,97,1,0,0,17.948453,0,10,High
D,726,Yes,No,Yes,Yes,Yes,No,39,2.74,58,0.982758,0.017241,0,8.137931,3,4,Low
?,?,?,?,?,?,?,?,?,?,33,1,0,0,17.454545,0,0,?
?,?,?,?,?,?,?,No,7,2.28,13,1,0,0,15.153846,0,0,?
D,647,No,Yes,Yes,No,Yes,No,25,1.96,42,0.928571,0,0,10.023809,1,2,High
?,1033,No,No,Yes,Yes,Yes,No,21,2.71,79,0.962025,0.012658,0,12.860759,0,5,Low
D,397,No,No,Yes,Yes,Yes,No,20,3.64,28,0.75,0,0,7.678571,0,3,High
D,95,No,No,Yes,No,Yes,No,22,2.46,11,0.90909,0,0,5.363636,2,1,Low
D,154,No,No,Yes,Yes,Yes,No,36,2.15,11,1,0,0,3.90909,1,1,Low
?,1792,Yes,Yes,Yes,Yes,Yes,No,27,3.19,107,0.981308,0,0,16.364485,0,6,High
?,1342,Yes,Yes,Yes,No,Yes,No,23,1.86,106,0.962264,0,0,13.396226,0,17,Low
?,1136,No,No,Yes,Yes,Yes,No,28,3.83,68,1,0,0,18.102941,0,3,High
?,830,No,No,Yes,Yes,Yes,No,21,2.58,70,1,0.014285,0,13.7,0,11,Low
?,1183,Yes,No,Yes,Yes,Yes,No,25,2.38,82,0.963414,0,0,13.560975,0,8,Low
?,1675,Yes,No,Yes,No,Yes,No,24,2.78,112,0.991071,0.017857,0,15.714285,0,7,Low
?,1499,No,No,Yes,Yes,Yes,No,26,3.07,85,0.988235,0.011764,0,15.505882,1,5,High
?,74,No,No,Yes,No,Yes,No,10,2.2,27,1,0,0,18.777777,0,0,Low
?,69,No,No,No,No,Yes,No,5,2.63,20,1,0.1,0,13.7,0,1,?
?,1284,No,Yes,No,Yes,No,No,33,4.49,75,1,0,0,5.52,12,14,High
?,1894,No,Yes,Yes,Yes,Yes,No,33,4.37,106,0.990566,0,0,13.26415,4,5,High
?,21,No,No,No,No,No,?,?,3.64,4,1,0,0,16.5,0,0,?
?,1795,No,No,Yes,Yes,Yes,No,34,3.96,108,1,0,0,14.768518,7,4,High
?,37,No,No,No,No,No,No,20,3.32,9,1,0,0,17.888888,0,0,?
?,1084,No,No,Yes,Yes,Yes,No,33,4.03,62,1,0,0,11.338709,6,1,High
?,1011,No,No,Yes,Yes,Yes,No,30,3.38,54,0.87037,0,0.037037,11.407407,6,6,High
?,17,No,No,No,No,No,No,3,3.33,4,1,0,0,5.25,0,0,?
?,1328,No,No,Yes,No,Yes,No,29,2.32,89,0.955056,0,0.011235,11.764044,9,11,Low
?,1700,No,No,Yes,Yes,Yes,No,30,3.36,94,1,0,0,15.914893,1,4,High
?,1141,No,No,Yes,No,Yes,No,30,2.37,83,0.987951,0,0.012048,11.048192,1,3,Low
?,1775,Yes,No,Yes,Yes,Yes,No,30,3.57,105,0.961904,0,0.028571,14.238095,1,7,High
?,1936,No,No,Yes,Yes,Yes,No,31,2.47,127,0.874015,0,0.110236,11.637795,6,6,Low
?,236,No,No,Yes,Yes,Yes,No,16,2.91,21,1,0,0,12.95238,0,1,Low
?,?,?,?,?,?,?,?,?,3.22,3,1,0,0,19.333333,0,0,?
D,67,No,No,Yes,No,Yes,No,26,1.87,11,0.454545,0,0,1.727272,4,6,?
?,26,No,No,No,No,No,No,10,2.6,8,1,0,0,8.875,0,0,Low
?,1588,No,No,Yes,No,Yes,No,30,2.27,108,0.99074,0,0.018518,8.305555,5,10,Low
?,1856,Yes,No,Yes,Yes,Yes,No,30,3.34,110,0.990909,0,0.00909,12.672727,0,3,High
?,96,No,No,Yes,No,Yes,No,15,2.36,31,0.967741,0,0.032258,12.806451,1,3,?
?,1785,No,No,Yes,Yes,Yes,No,30,2.9,102,0.970588,0,0.009803,15.264705,3,5,High
?,1266,No,No,Yes,Yes,Yes,No,31,2.45,87,1,0,0.011494,12,1,4,Low
?,1783,No,No,Yes,No,Yes,No,31,2.16,110,1,0,0,16.30909,0,5,Low
?,1292,No,No,Yes,No,Yes,No,27,2.47,88,0.965909,0,0.011363,17.772727,1,3,Low
D,69,No,No,No,No,No,No,18,3.1,10,1,0.1,0,4.4,3,2,High
D,45,No,No,No,No,No,No,46,1.87,41,0.951219,0,0,9.634146,1,3,?
D,21,No,No,No,No,No,No,7,2.51,5,0.8,0.2,0,11.2,0,1,Low
?,52,No,No,No,No,No,No,17,1.84,12,1,0,0,9.833333,0,0,Low
