CHARTER,VALID,AA_SIG,AS_SIG,HI_SIG,WH_SIG,SD_SIG,YR_RND,ACS_CORE,AVG_ED,NUMTEACH,FULL_PCT,EMER_PCT,WVR_PCT,YRS_TEACH,YRONE_TCH,YRTWO_TCH,API
?,575,No,No,No,Yes,No,No,?,3.5,36,1,0,0.083333,16.527777,0,0,High
?,481,No,No,Yes,Yes,No,No,?,?,32,1,0.03125,0,17.21875,0,0,High
?,340,No,No,No,Yes,No,No,?,4.33,25,0.96,0,0.04,16.6,0,1,High
?,459,No,No,Yes,Yes,No,No,?,4,28,0.964285,0,0.035714,16.035714,0,0,High
?,455,No,No,No,Yes,No,No,?,4,31,1,0,0.032258,18.129032,0,0,High
?,327,No,No,Yes,Yes,Yes,No,?,3,23,1,0,0,13.73913,0,0,High
?,308,No,No,Yes,Yes,Yes,No,?,4,26,1,0,0,15.692307,0,1,High
?,478,No,No,No,Yes,No,No,?,3,32,1,0,0.03125,16.40625,0,0,High
?,387,No,No,Yes,Yes,Yes,No,?,3.25,30,0.966666,0,0.266666,11.666666,1,1,High
?,518,No,No,Yes,Yes,No,No,?,3.2,39,1,0.025641,0.153846,11.205128,0,1,High
?,415,No,No,No,Yes,No,No,?,4,32,1,0,0.1875,13.78125,1,0,High
?,604,No,No,No,Yes,No,No,?,?,40,1,0.025,0.15,11.375,1,2,High
?,489,No,No,No,Yes,No,No,?,?,38,1,0,0.052631,11.105263,2,2,High
?,392,No,No,Yes,No,Yes,No,?,1.86,38,1,0,0.131578,12.131578,1,0,Low
?,406,No,No,No,Yes,No,No,?,4.67,30,1,0,0.166666,12.7,0,0,High
D,135,No,No,No,Yes,No,No,?,?,13,0.923076,0,0.076923,5,4,1,High
?,40,No,No,No,No,No,?,?,?,10,0.8,0,0.2,13.7,0,1,?
?,626,No,No,No,Yes,No,No,?,3.5,42,1,0,0.071428,16.285714,1,0,High
?,391,No,No,Yes,Yes,Yes,No,?,2.63,28,1,0.035714,0.035714,17.75,0,2,High
?,432,No,No,No,Yes,No,No,?,3.8,27,1,0,0.111111,13.481481,2,0,High
?,260,No,No,Yes,Yes,Yes,No,?,3.13,17,1,0,0,17.352941,0,0,High
?,380,No,No,Yes,No,Yes,No,?,2.44,26,1,0,0,12.5,1,2,Low
?,448,No,No,Yes,No,Yes,No,?,2.17,32,0.96875,0.03125,0,9.46875,1,3,Low
?,383,No,Yes,Yes,No,Yes,No,?,3.51,24,1,0,0,12.708333,1,2,High
?,337,No,No,Yes,Yes,Yes,No,?,3.07,21,0.95238,0.047619,0,12.619047,0,0,High
?,271,No,No,Yes,No,Yes,No,?,3.12,19,1,0,0,19.157894,0,0,High
?,397,No,Yes,Yes,Yes,Yes,No,?,3.03,27,1,0,0,12.407407,3,0,High
?,343,No,No,Yes,No,Yes,No,?,2.93,22,1,0,0,9.818181,1,0,High
?,348,No,Yes,Yes,Yes,No,No,?,3.76,20,1,0,0,14.2,1,0,High
?,385,No,Yes,Yes,Yes,Yes,No,?,3.44,26,1,0,0,15.5,0,1,High
?,302,No,No,Yes,Yes,Yes,No,?,2.71,22,0.954545,0,0,9.545454,1,1,Low
?,303,No,Yes,Yes,Yes,Yes,No,?,2.96,25,1,0,0,12.08,0,2,High
?,272,No,No,Yes,Yes,Yes,No,?,3.18,22,1,0,0,9.136363,1,0,High
?,279,No,No,Yes,Yes,No,No,?,3.38,19,1,0,0,11.894736,0,3,High
?,379,No,Yes,Yes,Yes,No,No,?,3.56,22,1,0,0,10.636363,2,0,High
?,400,No,Yes,No,Yes,No,No,?,3.92,26,1,0,0,17.423076,0,0,High
?,297,No,Yes,Yes,Yes,Yes,No,?,3.36,20,1,0.05,0,10.9,0,0,High
?,307,No,Yes,Yes,Yes,Yes,No,?,3.54,21,1,0,0,16.571428,0,0,High
?,274,No,Yes,No,Yes,No,No,?,3.61,21,1,0,0,14.190476,1,2,High
?,339,No,Yes,No,Yes,No,No,?,3.69,23,1,0,0,12.347826,1,0,High
?,240,No,No,No,Yes,No,No,?,3.59,19,1,0,0,10.157894,2,1,High
?,478,No,Yes,Yes,Yes,Yes,No,?,3.56,32,1,0,0,13.5625,1,0,High
?,401,No,Yes,No,Yes,Yes,No,28,3.64,22,1,0,0,13.818181,0,1,High
?,250,No,No,No,Yes,Yes,No,?,3.43,18,1,0,0,16.055555,0,2,High
?,274,No,Yes,No,Yes,Yes,No,?,3.62,19,1,0,0,11.631578,5,0,High
?,437,No,Yes,No,Yes,No,No,?,4.01,27,1,0,0,14.333333,2,1,High
?,681,No,Yes,No,No,No,No,30,4.19,34,1,0,0,10.441176,0,1,High
?,375,No,Yes,Yes,Yes,No,No,?,3.71,21,1,0,0,15.666666,0,1,High
?,583,No,Yes,Yes,Yes,No,No,26,4,32,0.9375,0,0,8.25,1,3,High
?,294,No,No,Yes,No,Yes,No,?,2.28,22,1,0,0,13.863636,0,0,Low
?,364,No,Yes,Yes,Yes,Yes,No,?,3.41,22,1,0,0,12.772727,2,1,High
?,505,No,No,Yes,Yes,Yes,No,?,3.58,31,1,0,0,11.935483,0,1,High
?,315,No,No,Yes,Yes,Yes,No,?,3.45,20,1,0,0,17.85,1,1,High
?,444,No,Yes,No,Yes,No,No,?,4.27,24,1,0,0,19.375,0,1,High
?,528,No,No,Yes,No,Yes,No,?,2.46,40,1,0,0,15,0,0,Low
?,469,No,No,Yes,Yes,Yes,No,?,1.86,34,1,0,0,16.235294,2,1,Low
?,305,No,No,Yes,Yes,Yes,No,?,2.68,20,1,0,0,11.15,2,3,High
?,513,No,No,Yes,No,Yes,No,?,1.73,39,1,0,0,14.641025,0,1,Low
?,372,No,No,Yes,Yes,Yes,No,?,3.34,23,0.956521,0,0,15.217391,0,2,High
?,532,No,Yes,No,Yes,No,No,?,4,31,1,0,0,13.967741,0,0,High
?,448,No,No,Yes,No,Yes,No,?,2.24,40,1,0,0,11.9,5,0,Low
?,308,No,No,Yes,No,Yes,No,?,2.04,23,1,0,0,13.73913,1,1,Low
?,280,No,No,Yes,No,Yes,No,?,1.94,20,1,0,0,7.55,1,1,Low
?,244,No,Yes,Yes,No,Yes,No,?,3.08,21,1,0,0,11.285714,1,0,High
?,268,No,Yes,Yes,Yes,Yes,No,?,3.29,19,1,0,0,9.631578,1,1,High
?,358,No,Yes,Yes,No,Yes,No,?,1,26,1,0,0,12.076923,0,0,Low
?,366,No,No,Yes,No,Yes,No,?,2.42,24,1,0,0,11.541666,0,0,Low
?,349,No,No,Yes,No,Yes,No,?,2.65,27,1,0,0,12.74074,2,0,Low
?,405,No,No,Yes,No,Yes,No,?,2.5,32,1,0,0,12.65625,3,2,Low
?,376,No,No,Yes,No,Yes,No,?,2.73,28,1,0,0,15.464285,1,0,Low
?,382,No,No,Yes,No,Yes,No,?,2.46,24,1,0,0,13.291666,0,1,Low
?,400,No,No,Yes,No,Yes,No,?,1.11,28,1,0,0,12.678571,0,2,Low
?,411,No,Yes,Yes,No,Yes,No,?,3.41,32,1,0,0,12.3125,1,1,Low
?,536,No,Yes,No,No,Yes,No,?,3.66,27,1,0,0,8.925925,1,2,High
?,369,No,Yes,Yes,No,Yes,No,?,3.03,27,1,0,0,14.888888,0,0,Low
?,335,No,Yes,Yes,No,Yes,No,?,?,24,1,0,0,11.708333,1,0,High
?,406,No,Yes,Yes,Yes,Yes,No,?,2.89,27,1,0,0,13.629629,0,0,High
?,194,No,No,No,Yes,No,No,?,3.41,14,1,0,0,8.785714,1,0,High
?,331,No,Yes,Yes,No,Yes,No,?,2.41,23,0.956521,0.043478,0,10.304347,1,0,Low
?,678,No,Yes,Yes,Yes,Yes,No,?,3.59,41,0.975609,0.02439,0,11,1,1,High
?,400,No,Yes,Yes,Yes,Yes,No,?,2.98,29,1,0,0,10.724137,0,4,High
?,438,No,No,Yes,No,Yes,No,?,1.92,32,1,0,0,16,0,0,Low
?,206,No,Yes,Yes,No,Yes,No,?,3.3,17,1,0,0,17.235294,1,0,High
?,403,No,No,Yes,Yes,Yes,No,?,3.79,27,1,0,0,14.222222,0,2,High
?,370,No,Yes,Yes,No,Yes,No,?,2.65,27,1,0,0,10.74074,0,0,High
?,254,No,Yes,No,No,Yes,No,?,2.99,20,1,0,0,11.6,0,0,High
?,441,No,Yes,Yes,No,Yes,No,?,4,32,1,0,0,13.15625,0,1,High
?,269,No,No,Yes,No,Yes,No,?,2.14,19,1,0,0,10.578947,0,1,Low
?,260,No,Yes,Yes,No,Yes,No,?,?,19,1,0,0,12.052631,0,0,Low
?,202,No,No,No,Yes,No,No,?,3.66,15,1,0,0,15,0,0,High
?,158,No,No,Yes,No,Yes,No,?,1.3,14,1,0,0,16.428571,0,1,Low
?,271,No,Yes,Yes,No,Yes,No,?,4,22,0.954545,0.045454,0,10.090909,2,1,High
?,360,No,Yes,Yes,No,Yes,No,?,?,26,1,0,0,13.26923,0,2,High
?,357,No,Yes,Yes,No,Yes,No,?,3.02,26,1,0,0,12.730769,1,1,High
?,409,No,Yes,Yes,No,Yes,No,?,1.74,29,1,0,0,14.827586,2,0,High
?,820,No,Yes,Yes,No,Yes,No,?,2.83,52,0.980769,0,0,14.057692,2,5,High
?,357,No,No,Yes,Yes,Yes,No,?,2.67,27,0.925925,0.074074,0,12.777777,1,2,High
?,339,No,Yes,Yes,No,Yes,No,?,3.47,26,0.923076,0.076923,0,14.26923,1,3,High
?,405,No,No,Yes,No,Yes,No,?,2.32,32,1,0,0,11.90625,0,1,High
?,431,No,Yes,Yes,No,Yes,No,?,2.29,29,0.965517,0.034482,0,11,1,4,Low
?,432,No,Yes,Yes,No,Yes,No,?,2.75,30,0.966666,0,0.033333,9.833333,1,2,Low
?,321,No,No,Yes,No,Yes,No,?,1.81,24,0.958333,0.041666,0,11.041666,2,0,Low
?,449,No,Yes,Yes,No,Yes,No,?,3.21,27,1,0,0,13.074074,1,0,High
?,365,No,Yes,Yes,No,Yes,No,?,?,26,1,0,0,10.576923,1,1,High
?,359,No,Yes,Yes,No,Yes,No,?,3.12,24,1,0,0,16.291666,0,1,High
?,345,No,Yes,Yes,No,Yes,No,?,3.26,26,1,0,0,11.961538,0,1,High
?,246,No,No,Yes,No,Yes,No,?,2.57,20,0.85,0.1,0,11.55,2,1,Low
?,332,No,Yes,Yes,No,Yes,No,?,2,25,1,0,0,12.44,1,1,Low
?,322,No,Yes,Yes,No,Yes,No,?,3.13,25,1,0,0,14,0,1,Low
?,538,No,No,No,Yes,Yes,No,?,3.75,35,1,0,0,14.142857,2,0,High
?,376,No,No,No,Yes,No,No,?,3.94,26,1,0,0,11.346153,4,1,High
?,462,No,No,Yes,Yes,Yes,No,?,3.67,29,1,0,0,11.965517,1,0,High
?,205,No,No,Yes,Yes,Yes,No,?,3.03,21,0.95238,0,0.047619,8.904761,4,0,Low
?,361,No,No,No,Yes,No,No,?,4.09,29,1,0,0,9.827586,3,2,High
?,358,No,No,No,Yes,No,No,?,3.86,22,1,0,0,12.181818,2,2,High
?,445,No,Yes,No,Yes,No,No,?,4.29,26,1,0,0,10.923076,1,0,High
?,402,No,No,No,Yes,No,No,?,3.89,29,1,0,0,15.034482,0,0,High
?,419,No,No,No,Yes,No,No,?,4.23,30,1,0,0,14.566666,1,0,High
?,108,No,No,Yes,No,Yes,No,?,1.85,20,1,0,0,15.85,0,0,High
?,131,No,No,Yes,No,Yes,No,?,2.48,24,0.958333,0,0,14.416666,2,0,Low
?,151,No,No,Yes,No,Yes,No,?,2.88,24,1,0,0,15.625,1,0,High
?,147,No,No,Yes,No,Yes,No,?,2.52,29,0.965517,0,0.034482,14.344827,1,1,High
?,565,No,No,Yes,No,Yes,No,?,2.68,22,1,0,0,20.90909,0,0,High
?,672,No,No,Yes,Yes,Yes,No,?,2.63,29,1,0,0,15.034482,0,0,Low
?,554,No,No,Yes,No,Yes,No,?,2.19,22,1,0,0,14.590909,0,1,High
?,430,No,No,Yes,No,Yes,No,?,2.29,32,0.96875,0,0,13.25,4,1,Low
?,435,No,No,Yes,No,Yes,No,?,2.48,38,1,0,0,14.236842,0,0,High
?,372,No,No,Yes,No,Yes,No,?,1.94,28,1,0,0,9.107142,1,6,Low
?,569,No,No,Yes,No,Yes,No,?,2.14,46,1,0.021739,0,11.456521,3,0,Low
?,466,No,Yes,Yes,No,Yes,No,?,2.6,34,1,0,0,11.617647,2,2,High
?,501,No,No,Yes,No,Yes,No,?,2.39,38,0.973684,0,0,11.973684,2,2,Low
?,421,No,No,Yes,Yes,Yes,No,?,2.49,30,1,0,0,14.833333,0,0,High
?,508,No,No,Yes,No,Yes,No,?,1.76,40,0.975,0.05,0,10.925,6,1,Low
?,460,No,Yes,Yes,Yes,Yes,No,?,2.72,30,1,0,0,17.9,0,0,High
?,430,No,No,No,Yes,No,No,?,4.2,35,1,0.028571,0,14.457142,2,0,High
?,365,No,No,Yes,Yes,Yes,No,?,2.36,26,0.961538,0.038461,0,9.461538,1,2,Low
?,290,No,No,Yes,Yes,Yes,No,?,3.23,21,1,0,0,9.142857,1,2,High
?,282,No,No,Yes,Yes,Yes,No,?,2.2,29,1,0,0,13.931034,0,0,Low
?,554,No,No,Yes,No,Yes,No,?,1.58,32,1,0,0,10.625,2,1,Low
?,258,No,No,No,Yes,No,No,?,4.29,27,1,0.037037,0,14.259259,2,2,High
?,626,No,No,Yes,Yes,Yes,No,?,3.4,32,1,0.03125,0,14.375,0,1,High
?,270,No,No,Yes,Yes,Yes,No,?,2.68,21,1,0,0,10.333333,1,1,High
?,455,No,No,No,Yes,No,No,?,3.98,35,1,0,0,13.514285,0,0,High
?,351,No,No,Yes,Yes,Yes,No,?,2.47,19,1,0,0,11.105263,0,0,Low
?,272,No,No,No,Yes,No,No,?,3.85,21,0.95238,0.047619,0,12.761904,1,1,High
?,393,No,No,Yes,Yes,Yes,No,?,3.75,28,1,0.035714,0,9.821428,1,1,High
?,216,No,No,Yes,Yes,Yes,No,?,2.96,20,1,0,0,13.55,0,0,High
?,227,No,No,Yes,No,Yes,No,?,1.51,22,1,0,0,12.090909,0,0,Low
?,283,No,No,Yes,Yes,Yes,No,?,2.32,26,1,0,0,14.5,0,1,High
?,306,No,No,Yes,Yes,Yes,No,?,2.46,23,1,0,0,13.043478,0,0,High
?,364,No,No,Yes,No,Yes,No,?,1.6,36,1,0,0,13.194444,0,1,Low
?,384,No,No,Yes,No,Yes,No,?,1.5,29,1,0,0,11.206896,0,0,Low
?,267,No,No,No,Yes,No,No,?,4.34,21,1,0.047619,0,11.095238,0,1,High
?,363,No,No,No,Yes,No,No,?,4.49,30,1,0.033333,0,12.933333,1,0,High
?,143,No,No,No,Yes,Yes,No,?,3.5,31,1,0.032258,0,16.064516,0,0,High
?,492,No,Yes,No,Yes,No,No,?,4.48,36,1,0,0,10.277777,1,0,High
?,477,No,No,Yes,Yes,No,No,?,3.97,33,1,0,0,15.696969,2,1,High
?,248,No,No,Yes,Yes,Yes,No,?,2.92,22,1,0,0,11.181818,3,1,High
?,488,No,No,Yes,Yes,No,No,?,3.64,39,1,0,0,12.179487,0,0,High
?,405,No,No,Yes,Yes,No,No,?,3.94,35,1,0,0,12.257142,0,0,High
?,239,No,No,Yes,Yes,Yes,No,?,2.7,20,1,0,0,11.7,1,3,High
?,477,No,No,Yes,No,Yes,No,?,1.32,40,1,0,0,11.4,4,2,Low
?,342,No,Yes,No,Yes,Yes,No,?,3.32,28,1,0,0,11.5,2,1,High
?,227,No,No,Yes,Yes,Yes,No,?,2.8,17,0.941176,0,0,13.647058,1,3,Low
?,354,No,No,No,Yes,No,No,?,3.75,31,0.935483,0,0,10.258064,4,1,High
?,248,No,No,Yes,Yes,Yes,No,?,2.49,24,1,0,0,10.208333,0,1,High
?,302,No,No,Yes,Yes,Yes,No,?,3.43,28,1,0,0,13.464285,1,1,High
?,?,?,?,?,?,?,?,?,?,8,1,0,0,5.75,0,1,?
?,368,No,No,Yes,No,Yes,No,?,1.56,30,1,0,0,8.333333,4,2,Low
?,356,No,No,Yes,Yes,Yes,No,?,2.11,24,1,0,0,12.25,0,0,Low
?,178,No,No,No,Yes,No,No,?,3.63,17,1,0,0,8.647058,1,1,High
?,309,No,No,Yes,No,Yes,No,?,1.5,25,1,0,0,9.6,0,3,Low
?,332,No,No,Yes,No,Yes,No,?,1.83,30,0.866666,0.033333,0,9.566666,6,2,Low
?,298,No,No,Yes,Yes,Yes,No,?,2.72,19,1,0,0,11.157894,1,0,Low
?,350,No,No,Yes,No,Yes,No,?,1.76,29,0.965517,0,0,11.655172,4,3,Low
?,275,No,No,Yes,No,Yes,No,?,1.6,21,1,0,0,10.809523,1,2,Low
?,499,No,No,Yes,No,Yes,No,?,1.83,38,1,0,0,7.921052,9,0,Low
?,600,No,No,Yes,Yes,Yes,No,?,2.84,37,1,0,0,10.864864,3,2,High
?,268,No,No,Yes,Yes,Yes,No,?,2.69,16,1,0,0,7.75,0,0,High
?,410,No,No,Yes,Yes,Yes,No,?,2.5,31,0.967741,0.032258,0,8.419354,4,4,Low
?,233,No,No,No,Yes,No,No,?,3.78,15,1,0,0,11.2,1,2,High
?,264,No,No,Yes,No,Yes,No,?,1.86,23,1,0,0,8.956521,2,0,Low
?,336,No,No,Yes,Yes,Yes,No,?,3.58,20,1,0,0,11.5,0,1,High
?,48,No,No,No,No,No,No,?,3.09,7,1,0,0,7.142857,1,0,High
?,349,No,No,Yes,No,Yes,No,?,1.81,28,1,0,0,6.964285,4,1,Low
?,364,No,No,Yes,Yes,Yes,No,?,2.09,28,0.964285,0,0,8.142857,3,3,Low
?,419,No,No,No,Yes,No,No,?,3.52,26,1,0,0,11.807692,1,0,High
?,339,No,No,Yes,No,Yes,No,?,2.42,28,1,0,0,7.535714,1,1,Low
?,648,No,No,Yes,Yes,No,No,29,3.74,39,0.974358,0.025641,0,10.025641,3,3,High
?,303,No,No,Yes,Yes,No,No,?,3.68,22,0.954545,0,0,11.363636,4,0,High
?,402,No,Yes,No,Yes,No,No,?,4.1,22,1,0,0,11.545454,1,0,High
?,171,No,No,Yes,No,Yes,No,?,2.89,16,0.9375,0,0,10.8125,3,2,Low
?,262,No,No,No,Yes,No,No,?,3.81,17,0.941176,0,0,7.117647,0,1,High
?,383,No,No,No,Yes,No,No,?,3.98,24,1,0,0,7.625,1,3,High
?,363,No,Yes,Yes,Yes,No,No,?,3.72,15,1,0,0,7.733333,0,0,High
?,239,No,No,No,Yes,No,No,?,4.11,17,1,0,0,10.411764,1,0,High
?,445,No,Yes,Yes,Yes,No,No,?,3.89,30,1,0,0,9.466666,2,0,High
?,564,No,Yes,No,Yes,No,No,?,4.13,32,0.96875,0,0,8.90625,1,1,High
?,355,No,No,Yes,No,Yes,No,?,2,30,1,0,0,9.4,3,3,Low
?,377,No,Yes,No,Yes,No,No,?,4.09,26,0.961538,0,0,8.846153,0,1,High
?,366,No,Yes,Yes,Yes,No,No,?,3.86,23,1,0,0,14.521739,0,0,High
?,306,No,No,Yes,Yes,Yes,No,?,3.61,21,1,0,0,15.904761,1,1,High
?,353,No,No,No,Yes,No,No,?,3.95,22,1,0,0,19.272727,0,1,High
?,532,No,Yes,No,Yes,No,No,?,4.14,30,0.966666,0,0,14.266666,1,0,High
?,386,No,No,Yes,Yes,Yes,No,?,3.18,27,1,0,0,11.851851,1,0,High
?,569,No,No,Yes,No,Yes,No,?,2.25,41,1,0,0,12.243902,0,2,Low
?,314,No,No,Yes,No,Yes,No,?,2.29,24,1,0,0,15.291666,2,1,Low
?,349,No,No,Yes,Yes,Yes,No,?,3.66,22,1,0,0,13.40909,0,1,High
?,506,No,No,Yes,Yes,No,No,?,3.82,31,1,0,0,18.580645,0,0,High
?,233,No,No,Yes,Yes,No,No,?,3.49,19,1,0,0,12.421052,2,0,High
?,237,No,No,Yes,Yes,No,No,?,3.59,15,1,0,0,17.4,0,1,High
?,658,No,No,No,Yes,No,No,?,3.99,40,0.95,0,0,16,2,1,High
?,304,No,No,Yes,No,Yes,No,?,2.17,20,0.95,0,0,9.7,1,0,High
?,389,No,No,Yes,Yes,Yes,No,?,3.05,24,1,0,0,17.5,0,0,High
?,260,No,No,No,Yes,No,No,?,3.75,17,1,0,0,14.588235,0,0,High
?,383,No,No,Yes,Yes,Yes,No,?,3.7,22,1,0,0,15.818181,0,0,High
?,562,No,No,Yes,No,Yes,No,?,2.82,41,1,0,0,14.195121,0,1,High
?,1245,No,Yes,Yes,Yes,No,No,26,4.03,64,1,0,0,16.796875,2,1,High
?,523,No,No,No,Yes,No,No,?,4.09,32,1,0,0,17.375,2,0,High
?,152,No,No,No,Yes,No,?,?,3.77,8,1,0,0,10.75,0,2,High
D,199,No,No,Yes,No,Yes,No,?,2.21,16,0.9375,0.0625,0,4.5625,1,1,Low
?,515,No,No,Yes,No,Yes,No,?,1.68,40,0.975,0.05,0,14.65,0,1,Low
D,381,No,No,Yes,No,Yes,No,?,2.67,23,1,0,0,4.217391,0,2,Low
?,385,No,No,Yes,No,Yes,No,?,1.37,29,0.965517,0.034482,0,11.310344,1,0,Low
?,372,No,No,Yes,No,Yes,No,?,1.51,32,1,0,0,14.03125,0,1,Low
?,673,No,No,Yes,No,Yes,No,?,1.59,56,0.982142,0.035714,0,14.125,1,2,Low
?,253,No,No,Yes,No,Yes,No,?,1.61,22,0.954545,0.045454,0,15,0,0,High
?,392,No,No,Yes,No,Yes,No,?,1.41,33,1,0,0,18.393939,1,1,Low
?,421,No,No,Yes,No,Yes,No,?,1.51,39,1,0.025641,0,14.487179,0,1,Low
?,535,No,No,Yes,No,Yes,No,?,1.54,44,0.977272,0,0,15.863636,0,0,Low
?,306,No,No,Yes,No,Yes,No,?,1.72,26,1,0,0,22.26923,0,0,Low
?,585,No,No,Yes,No,Yes,No,?,2.18,44,1,0,0,18.75,0,0,Low
?,707,No,No,Yes,No,Yes,No,?,1.4,56,0.964285,0.017857,0,15.875,2,1,Low
?,546,No,No,Yes,No,Yes,No,?,1.36,46,1,0,0,15.304347,0,0,Low
?,512,No,No,Yes,No,Yes,No,?,1.49,42,1,0,0,16.071428,0,0,High
?,475,No,No,Yes,No,Yes,No,?,1.61,38,1,0,0,15.578947,0,0,Low
?,305,No,No,Yes,No,Yes,No,?,1.66,24,1,0.041666,0,23.541666,0,0,Low
?,383,No,No,Yes,No,Yes,No,?,1.32,32,1,0.03125,0,17.4375,0,1,Low
?,517,No,No,Yes,No,Yes,No,?,1.44,46,0.97826,0.043478,0,13.586956,1,0,Low
?,549,No,No,Yes,No,Yes,No,?,2.37,40,1,0.025,0,17.7,0,0,High
?,699,No,No,Yes,No,Yes,No,?,1.59,55,0.981818,0,0,13.90909,0,0,Low
?,412,No,No,Yes,No,Yes,No,?,1.54,35,0.971428,0,0,17.828571,0,2,Low
?,565,No,No,Yes,No,Yes,No,?,2.29,54,0.925925,0.074074,0,15.074074,1,1,Low
?,288,No,No,Yes,No,Yes,No,?,1.57,24,1,0.041666,0,18.291666,1,0,Low
?,559,No,No,Yes,No,Yes,No,?,2.56,42,0.95238,0.071428,0,16.380952,0,0,High
?,649,No,No,Yes,No,Yes,No,?,2.82,44,1,0,0,17.068181,0,0,High
?,226,No,No,Yes,No,Yes,No,?,1.28,19,1,0,0,15.421052,0,1,Low
?,325,No,No,Yes,No,Yes,No,?,1.61,26,1,0,0,18.653846,0,0,Low
?,490,No,No,Yes,No,Yes,No,?,1.38,41,1,0.07317,0,12.341463,0,2,Low
?,422,No,No,Yes,No,Yes,No,?,1.18,35,1,0.028571,0,14.885714,0,3,Low
?,437,No,No,Yes,No,Yes,No,?,1.59,34,1,0,0,15.264705,0,0,Low
?,212,No,No,Yes,No,Yes,No,?,1.52,28,0.964285,0,0,19.535714,1,0,High
?,472,No,No,Yes,No,Yes,No,?,1.52,39,0.974358,0.025641,0,15.435897,1,0,High
?,376,No,No,Yes,No,Yes,No,?,1.51,30,1,0.033333,0,17,0,0,Low
?,477,No,No,Yes,No,Yes,No,?,1.44,38,1,0,0,11.815789,0,0,High
?,413,No,No,Yes,No,Yes,No,?,1.38,36,1,0,0,15.5,0,0,Low
?,338,No,No,Yes,No,Yes,No,?,1.49,15,1,0,0,11.8,0,0,Low
?,538,No,No,Yes,No,Yes,No,?,2.58,38,1,0,0,16.763157,0,1,High
D,298,No,No,Yes,No,Yes,No,?,2.43,25,1,0,0,5.68,4,4,High
?,309,No,No,Yes,Yes,Yes,No,?,1.81,26,1,0,0,13.423076,4,1,Low
?,484,No,No,Yes,No,Yes,No,?,1.52,34,1,0,0,12.382352,2,0,Low
?,339,No,No,Yes,Yes,Yes,No,?,1.6,27,1,0,0,11.074074,3,1,Low
?,470,No,Yes,Yes,Yes,Yes,No,?,1.79,32,1,0,0,10.75,5,1,Low
?,1134,No,Yes,Yes,Yes,Yes,No,29,2.92,66,0.984848,0.030303,0,13.575757,2,3,Low
?,398,No,Yes,Yes,Yes,Yes,No,?,3.4,26,1,0,0,8.961538,0,1,High
?,389,No,Yes,Yes,No,Yes,No,?,2.19,28,1,0,0,13.714285,2,0,Low
?,258,No,No,Yes,No,Yes,No,?,1.94,25,1,0,0,11.36,1,1,Low
?,359,No,Yes,Yes,Yes,Yes,No,?,3.73,27,1,0,0,14.962962,0,1,High
?,327,No,Yes,Yes,No,Yes,No,?,2.68,27,1,0,0,10.814814,1,0,High
?,458,No,Yes,Yes,No,Yes,No,?,2.13,36,1,0,0,11.111111,0,2,High
?,371,No,Yes,Yes,No,Yes,No,?,2.32,33,1,0,0,11.545454,0,1,Low
?,458,No,Yes,Yes,No,Yes,No,?,2.46,42,1,0,0,11.166666,0,7,High
?,290,No,Yes,Yes,No,Yes,No,?,2.26,24,1,0.083333,0,11.5,0,1,Low
?,342,No,Yes,Yes,No,Yes,No,?,2.02,29,1,0.034482,0,9.862068,2,2,Low
?,307,No,Yes,Yes,No,Yes,No,?,2.3,25,1,0.04,0,15.08,0,2,Low
?,275,No,Yes,Yes,Yes,Yes,No,?,2.9,27,0.962962,0.037037,0,9.259259,2,2,High
?,370,No,No,Yes,Yes,Yes,No,?,1.5,29,1,0,0,15.517241,1,0,High
?,311,No,No,Yes,Yes,No,No,?,4.05,19,1,0,0,23.157894,1,0,High
?,295,No,No,Yes,No,Yes,No,?,?,22,1,0,0,15.772727,1,2,Low
Y,557,No,No,Yes,Yes,Yes,No,?,2.71,46,1,0,0,14.369565,4,3,High
?,43,No,No,No,No,No,No,?,3.17,6,1,0,0,17.166666,0,0,High
?,266,No,No,Yes,Yes,Yes,No,?,3.31,20,1,0,0,15.35,3,1,Low
?,505,No,No,No,Yes,No,No,?,4.11,28,1,0,0,18.892857,0,0,High
?,408,No,No,Yes,Yes,Yes,No,?,3.5,30,1,0,0,12.233333,3,0,High
?,360,No,No,Yes,Yes,No,No,?,5,24,1,0,0,16,0,0,High
?,426,No,No,No,Yes,No,No,?,3.5,26,1,0,0,16.615384,2,0,High
?,311,No,No,Yes,Yes,Yes,No,?,2.4,23,0.956521,0,0,16.47826,2,1,High
?,334,No,No,Yes,Yes,No,No,?,3.5,27,0.888888,0.074074,0,18.37037,2,1,High
?,324,No,No,Yes,Yes,Yes,No,?,2.9,24,1,0,0,14.75,1,0,Low
?,349,No,No,Yes,Yes,Yes,No,?,?,26,1,0,0,20.192307,1,1,High
?,436,No,No,Yes,Yes,Yes,No,?,3.27,34,1,0,0,19.323529,1,0,High
?,512,No,No,Yes,Yes,No,No,?,1.5,32,1,0,0,15.875,3,1,High
?,450,No,No,Yes,Yes,No,No,?,3.88,31,1,0,0,17.612903,0,1,High
?,126,No,No,No,Yes,No,No,?,?,12,1,0,0,17.25,0,1,High
?,352,No,No,Yes,Yes,Yes,No,?,3.17,24,1,0,0,19.375,1,0,High
?,440,No,No,Yes,Yes,No,No,?,3.37,30,0.966666,0.033333,0,19.3,2,1,High
